#ID       ;SED+ARKO;SED;ARKO;OTHER;CULTURE;CHARACTERS
#00_dynasties.txt;;;;;;
1029186   ;        ;;Durjaya;Durjaya;telugu;
1029187   ;        ;;Aryyahu;Aryyahu;telugu;
1029188   ;        ;;Mitreyu;Mitreyu;telugu;
1029189   ;        ;;Panara;Panara;telugu;
1029190   ;        ;;Velanati Chola;Velanati Chola;telugu;
1029191   ;        ;;Somavansha;Somavansha;sinhala;189160|189161|189162|189163|189164
1029192   ;        ;;Adityavansha;Adityavansha;sinhala;189151|189152|189166|189165|189153|189154|189155|189156|189157|189158|189159
1029193   ;        ;;Chandravansha;Chandravansha;sinhala;
1029194   ;        ;;Suryavansha;Suryavansha;sinhala;217384|217385
1044001   ;        ;;Kaivarta;Kaivarta;bengali;190050|190051|190052|190053
1044000   ;        ;;Bhauma Pala;Bhauma Pala;assamese;190075|190076|190077|190078|190079|190080|190081|190114
1044002   ;        ;;Candravamsa;Candravamsa;bengali;190029|190030|190031|190032|190033|190034
1044003   ;        ;;Varman;Varman;assamese;190054|190055|190056|190057|190058|190059|190060|190061|190062|190063|190064|190065|190066
1044004   ;        ;;Timgyadeva;Timgyadeva;assamese;191561
1044005   ;        ;;Vaidyadeva;Vaidyadeva;assamese;191562|191563|191564|191565|191566
12336     ;        ;;Ratta;Ratta;kannada;74748|74749|74750|74751|74752|74753|74754|74755|74756|74757|74758|74759|74760|74761|74762|74764|74765|74766|74767
1042073   ;        ;;Bhil;Bhil;gujurati;188167
1042074   ;        ;;Pragvata;Pragvata;rajput;188168|188169|188170|188171|188172|188173
1042075   ;        ;;Abhira;Abhira;rajput;188174
1042076   ;        ;;Kacchapaghata;Kacchapaghata;rajput;188175|188229|188230|188231|188232|188233|188234|188235|188236|188237|188238|191857|191858|191859|191860
1042077   ;        ;;Paramara;Paramara;rajput;188239|188240|188241|188176|188177|188178|188179|188180|188181|188182|188183|188184|188185|188186|188187|188188|188189|188190|188192|188193|188194|188195|188196|188197|188198|188199|188200|188201|188202|188203|188204|188205|191784|191785|191786|191787|191788|191789|191790|191791|191792|191793|191794|191795|191796|191797|191798|191799|191801|191802|191803|191804|191805|191806|191809|191810|191811|191812|191813|191814|191815|191816|191914|191915|191916|191917|191918|191919|191921|191924
1042078   ;        ;;of Malwa;of Malwa;kannada;188191
1042079   ;        ;;Guhilot;Guhilot;rajput;188206|188207|188470|188471|188472|188473|188474|188475|188476|188477|188478|188479|188480|188481|188482|188483|188484|188485|188486|188487|188488|188489|188490|188491|188492|188493|188494|188495|188496|188497|188498|188499|188500|188501|188502|188503|188520|188521|188522|188523|188524|188525|188526
1042081   ;        ;;Chauhan;Chauhan;rajput;188100|188101|188102|188103|188104|188105|188106|188107|188108|188109|188110|188111|188112|188114|188115|188116|188138|188117|188118|188119|188120|188121|188122|188123|188124|188125|188126|188127|188129|188131|188134|188135|188136|188139|188144|188141|188142|188143|188145|188148|188149|188150|188220|188221|188222|188223|188224|188225|188226|188227|188228|188147|188445|188446|188447|188448|188449|188450|188451|188452|188453|188454|188455|188456|188457|188458|188459|188460|188461|188462|188463|188464|188465|188466|188467|188468|188469|188504|188518|191699|191700|191701|191702|191703|191704|191705|191706|191707|191708|191709|191710|191711|191712|191713|191714|191715|191716|191717|191719|191720|191722|191723|191725|191728|191729|191730|191731|191732|191733|191736|191737|191738|191739|191740|191741|191742|191743|191745|191746|191747|191748|191750|191751|191752|191753|191754|191756|191757|191758|191777|191759|191760|191761|191762|191763|191778|191764|191765|191766|191767|191768|191769|191770|191807|191808|191925
1042080   ;        ;;Nagil;Nagil;rajput;188208|188209|188210|188211|188212|188213|188214|188215|188216|188217|188218|188219
1042082   ;        ;;Vagada;Vagada;rajput;
1042083   ;        ;;Hunas;Hunas;persian;188242|191920|191922|191923
1040201   ;        ;;Mamluk;Mamluk;turkish;170190|170191|170192|170301
1040202   ;        ;;Ghulam;Delhi;turkish;170193|170194|170195|170198|170199|170200|170201|170202|170216
1040203   ;        ;;Altunia;Altunia;turkish;170197
1040204   ;        ;;Balban;Balban;turkish;170203|170204|170205|170206|170207|170208|170209|170210|170211|170212|170213|170214|170215|170217
1040205   ;        ;;Khilji;Khilji;turkish;170242|170243|170244|170245|170246|170247|170248|170249|170250|170252|170253|170254|170255|170262|170263|170297|170298
1040207   ;        ;;Kushru;Kushru;turkish;170251
1040208   ;        ;;Tughluq;Tughluq;turkish;170256|170257|170258|170259|170260|170261
1040209   ;        ;;Alauddin;Alauddin;turkish;170264
1040210   ;        ;;Saifuddin;Saifuddin;turkish;170265
1040211   ;        ;;Awar;Awar;turkish;170266
1040212   ;        ;;Tughral;Tughral;turkish;170267
1040213   ;        ;;Tamar;Tamar;turkish;170268|170269
1040214   ;        ;;Iuzbaki;Iuzbaki;turkish;170270|170271
1040215   ;        ;;Tatar;Tatar;turkish;170272|170273|170274
1040216   ;        ;;Iitigin;Iitigin;turkish;170275|170276|170277|170278|170279|170280|170281
1040217   ;        ;;Sonargaon;Sonargaon;turkish;170282
1040218   ;        ;;Lakhnauti;Lakhnauti;turkish;170283|170284
1040219   ;        ;;Satgaon;Satgaon;turkish;170285|170286
1040220   ;        ;;Qabajah;Qabajah;turkish;170300|194187|194188
1040221   ;        ;;Yildoz;Yildoz;turkish;170302
1040222   ;        ;;Ghanzi;Ghanzi;turkish;170303|170304|170305
1029195   ;        ;;Kalinga Ganga;Kalinga Ganga;oriya;189167|189168|189169|189170|189171|189172|189173|189174|189175|189176|189177|189178|189179|189180|189181|189182|189183|191188|191189|191190|191191|191192|191193|191194|191195|191196|191197|191198|191199|191200|191201|191202|191203|191204|191205|191206|191207|191208|191209|191210|191211|191212|191213|191214|191215|191216|191217|191218|217377|217379|217391|217380|217381|217383
1029196   ;        ;;Somavasmi;Somavamsi;oriya;189188|189189|189190|189191|189192|189193|189194|189195|189196|189197|189198|189199|191175|191223|191224|191225|191226|191227|191228|191229|191230|191231|191232
1029197   ;        ;;Bhanja;Bhanja;oriya;189205|189206|189207|189208|189209|191178|191179|191180|191181|191182|191183|191184|191185|191186|191187|191219|191220|191221|191222
1029198   ;        ;;Sulki;Sulki;oriya;189210|189211|189212|191240|191241|191242
1029199   ;        ;;Tunga;Tunga;oriya;189213|189214|189215|189216|191238|191239
1029200   ;        ;;Nandobhava;Nandobhava;oriya;189200|189201|189202|189203|189204
1029201   ;        ;;Gajapati;Gajapati;oriya;
1029202   ;        ;;Mayura;Mayura;oriya;
1029203   ;        ;;Shailobhava;Shailobhava;oriya;
1029204   ;        ;;Kesari;Kesari;oriya;
1029205   ;        ;;Svetaka Ganga;Svetaka Ganga;oriya;189217|189218|189219|189220|189221|189222|191233|191234|191235|191236|191237
1029206   ;        ;;Chalukya Kakatiya;Chalukya Kakatiya;telugu;189244|189245|189246|189247
1044006   ;        ;;Chandra;Chandra;bengali;190067|190068|190069|190070|190071|190072
1044007   ;        ;;Bangala Varman;Bangala Varman;bengali;190073|190074|190049|190083
1044008   ;        ;;Shantideva;Shantideva;bengali;190084|190085|190086|190087
1044009   ;        ;;Harikela;Harikela;bengali;190088
1044010   ;        ;;Kamboja Pala;Kamboja Pala;bengali;190089|190090|190091|190092
1042085   ;        ;;Jadeja;Jadeja;rajput;188278|188279|188280|188281|188282|188283|188284|188285|188286
1042086   ;        ;;Samma;Samma;rajput;188287|188288|188289|188290|188291|188292|188293|188294|188295|188296|188297|188298|188299|188300|188301|188302|188303|188304|188305
1042087   ;        ;;Saindhava;Saindhava;rajput;188265|188266|188267|188268|188269|188270|188271|188272|188273|188274|188275|188276
1042088   ;        ;;Chudasama;Chudasama;rajput;188277|188243|188244|188245|188246|188247|188248|188249|188250|188251|188252|188253|188254|188255|188256|188257|188258|188259|188260|188261|188262|188263|188264
1042089   ;        ;;Kathi;Kathi;gujurati;188314|188315|188316|188317
1026500   ;        ;;Sena;Sena;bengali;154000|154001|154002|191545|154004|154005|154006|154007
1026501   ;        ;;Sur;Sur;bengali;154003
12337     ;        ;;Hangal Kadamba;Hangal Kadamba;kannada;74781|74782|74783|74784|74785|74786|74787|74788|74789|74790|74791|74792|74793|74794|74795|74796|74797|74798
12338     ;        ;;Bhandavapura Kadamba;Bhandavapura Kadamba;kannada;74807|74808|74809|74810|74811|74812
12339     ;        ;;Uchangidurga Kadamba;Uchangidurga Kadamba;kannada;74818|74819|74820|74821|74822|74823
1044011   ;        ;;Jarasandha;Jarasandha;bengali;190095|190096
1044012   ;        ;;Biswajit;Biswajit;bengali;190097|190098|190099
1044013   ;        ;;Palaka;Palaka;bengali;190100|190101|190102
1044014   ;        ;;Ajatashatru;Ajatashatru;bengali;190103|190104|190105
1044015   ;        ;;Senajit;Senajit;bengali;190106
1044016   ;        ;;Kaivarta;Kaivarta;bengali;190107|190108
1044017   ;        ;;Ladahachandra;Ladahachandra;bengali;190109
1044018   ;        ;;Ajaka;Ajaka;hindustani;190110|190111|190112|190113
1044019   ;        ;;Cedi;Cedi;hindustani;190200|190201|190202|190203|190204|190205|190206|190207|190208|190209|190210|190211|190212|190213|190214|191262|191317|191318|191319|191320|191388|191321
1044020   ;        ;;Ghosha;Ghosha;bengali;190115
1044021   ;        ;;Dasaratha;Dasaratha;hindustani;190116
1044022   ;        ;;Salisuka;Salisuka;hindustani;190117
1044023   ;        ;;Satadhanva;Satadhanva;hindustani;190118
1044024   ;        ;;Rajabhata;Rajabhata;bengali;190119
1044025   ;        ;;Skanda;Skanda;bengali;190120
1044026   ;        ;;Visvarupa;Visvarupa;bengali;190121
1044030   ;        ;;Gahadvala;Gahadvala;hindustani;190215|190216|190217|190218|190219|190220|190221|190222|191056|191057|191058|191059|191060|191061
1041100   ;        ;;Baweja;Baweja;panjabi;178000
1041101   ;        ;;Dhariwal;Dhariwal;hindustani;178001
1041102   ;        ;;Jethani;Jethani;hindustani;178002
1041103   ;        ;;Mansukhani;Mansukhani;hindustani;178003
1041104   ;        ;;Patiala;Patiala;hindustani;178004
1041105   ;        ;;Malhi;Malhi;hindustani;178005
1041106   ;        ;;Sohota;Sohota;hindustani;178006
1041107   ;        ;;Ghosh;Ghosh;bengali;178007
1041108   ;        ;;Gaitonde;Gaitonde;marathi;178008
1041109   ;        ;;Nanduri;Nanduri;telugu;178009
1041110   ;        ;;Udutha;Udutha;telugu;178010
1041111   ;        ;;Ghanshani;Ghanshani;sindhi;178011|188564
1041112   ;        ;;Doolani;Doolani;sindhi;178012|188563
1041113   ;        ;;Khetpal;Khetpal;sindhi;178013|188562
1041114   ;        ;;Lohi;Lohi;sindhi;178014|188561
1041115   ;        ;;Notani;Notani;sindhi;178015|188557
1041116   ;        ;;Sawai;Sawai;sindhi;178016|188556
1041117   ;        ;;Bhambhani;Bhambhani;sindhi;178017|188558|188559
1041118   ;        ;;Qalat;Qalat;baloch;178018|188560
1041119   ;        ;;Khattak;Khattak;afghan;178019
1041120   ;        ;;Garcha;Garcha;panjabi;178020
1041121   ;        ;;Janda;Janda;panjabi;178021
1041122   ;        ;;Jhuti;Jhuti;panjabi;178022
1041123   ;        ;;Kahlon;Kahlon;panjabi;178023|188554
1041124   ;        ;;Nagra;Nagra;panjabi;178024|188555
1041125   ;        ;;Padda;Padda;panjabi;178025|188552|188553
1041126   ;        ;;Sihota;Sihota;panjabi;178026
1042090   ;        ;;Soomra;Soomra;sindhi;188349|188350|188351|188352|188353|188354|188360|188361|188362|188363|188364|188365|188366|188367|188368|188369|188370|188371|188372
1042091   ;        ;;Bhatti;Bhatti;rajput;188320|188321|188322|188323|188324|188325|188326|188327|188328|188329|188330|188331|188332|188333|188334|188335|188336|188337|188338|188339|188340|188341|188342|188343|188344|188345|188346|188347|188348
1042097   ;        ;;Sanchore;Sanchore;rajput;
1042098   ;        ;;Sisodia;Sisodia;rajput;188505|188506|188507|188508|188509|188510|188511|188512|188513|188514|188515|188516|188517|188519
1042100   ;        ;;Karkota;Karkota;panjabi;188373|188374|188375|188376|188377|188378|188379|188380|188381|188383|188384|188386|188392|188393|188394|188395
1042092   ;        ;;Utpala;Utpala;panjabi;188387|188388|188389|188390|188391|188396|188397|188399|188400|188401|188402|188403|188404
1042093   ;        ;;Lohara;Lohara;panjabi;188405|188406|188407|188408|188409|188410|188411|188412|188413|188414|188415|188416|188417|188418|188419|188420|188421|188422|188423|188424|188425|188426|188427
1042094   ;        ;;Vopyadeva;Vopyadeva;panjabi;188428|188429|188430|188431|188432|188433|188434
1042095   ;        ;;of Dakhinpara;of Dakhinpara;panjabi;188435|188436|188437|188438|188439|188444
1042096   ;        ;;Ladakhi;Ladakhi;panjabi;188442|188443
1042099   ;        ;;Banu Sama;Banu Sama;panjabi;188527|188528|188537|188529|188530|188531|188532
1042101   ;        ;;Qarmatia;Qarmatia;panjabi;188538|188539|188540|188541|188542|188543
1042102   ;        ;;Banu Ma'dan;Ma'danid;panjabi;188544|188545|188546|188547|188548|188549|188550
1044033   ;        ;;Agilolfing;Agilolfing;german;190178|190179|190336|190337|190338|190339|190334|190197|190226|190370|190371|190372|190223|190335|190230|190231|190232|190227|190228|190229|190233|190234|190236|190238|190239|190240|190241|190242|190243|190171|190129|190192|190426
1044055   ;        ;;Lantfriding;Lantfriding;german;190224
1044056   ;        ;;Theotbalding;Theotbalding;german;190225
1044057   ;        ;;Herberting;Herberting;german;190235
1044058   ;        ;;Lotharing;Lotharing;german;190237
1044031   ;        ;;Gausian;Gausian;lombard;190122|190124|190125|190126|190127|190128|190244|190245|190130|190131|190133|190135|190136|190137|190138|190139|190141|190144|190146|190147|190149|190150|190152|190153|190154|190246|190247|190248|190249|190165|190166|190132
1044032   ;        ;;Theoderingi;Theoderingi;lombard;190123
1044036   ;        ;;Lampertingi;Lampertingi;lombard;190140
1044037   ;        ;;Giselbertling;Giselbertling;lombard;190142
1044038   ;        ;;Gaiduldling;Gaiduldling;lombard;190143
1044039   ;        ;;Waldulfingi;Waldulfingi;lombard;190145
1044041   ;        ;;Romoaldingi;Romoaldingi;lombard;190151
1044042   ;        ;;Falco;Falco;lombard;190155|190157
1044043   ;        ;;Walbertingi;Walbertingi;lombard;190156
1044044   ;        ;;Sicard;Sicard;lombard;190158|190160|190161|190162|190163|190164
1044045   ;        ;;Beleoingi;Beleoingi;lombard;190167|190168|190169|190170|190172|190173
1044046   ;        ;;Bavarae;Bavarae;lombard;190180|190134|190181|190182|190183|190184|190185|190187|190188|190189|190191|190190
1044047   ;        ;;Arioldling;Arioldling;lombard;190174
1044048   ;        ;;Harodingian;Harodingian;lombard;190175|190176|190177
1044049   ;        ;;Pandulfingi;Pandulfingi;lombard;190186
1044050   ;        ;;Billoingi;Billoingi;lombard;190341|190342|190343|190331
1044051   ;        ;;Ansprandling;Ansprandling;lombard;190193|190194|190195|190196|190198|190199|190340
1044052   ;        ;;Munichingi;Munichingi;lombard;190259|190260|190261|190262|190263|190264|190344
1044053   ;        ;;Alachisling;Alachisling;lombard;190148|190345|190346|190347|190348|190349|190352|190353|190351
1044054   ;        ;;Sicardling;Sicardling;lombard;190354
1044059   ;        ;;Wechtaringi;Wechtaringi;lombard;190250|190251|190252|190253|190254
1044060   ;        ;;Ansfridingi;Ansfridingi;lombard;190255|190256|190257|190258
1044061   ;        ;;Theodingi;Theodingi;lombard;190265|190267
1044062   ;        ;;Giselbertingi;Giselbertingi;lombard;190266
1044063   ;        ;;Ursingi;Ursingi;lombard;190268|190269|190270
1044064   ;        ;;Ademingi;Ademingi;lombard;190271|190272|190273
1044065   ;        ;;Adalbertingi;Adalbertingi;lombard;190274|190275|190276|190277
1044066   ;        ;;Walpertingi;Walpertingi;lombard;190278|190279|190280|190281|190282
1044067   ;        ;;Tachipertingi;Tachipertingi;lombard;190283|190284|190285|190286
1044068   ;        ;;Teduericingi;Teduericingi;lombard;190287|190288
1044069   ;        ;;Daufingi;Daufingi;lombard;190289|190290|190291|190292|190293|190294
1044070   ;        ;;Rodoaldingi;Rodoaldingi;lombard;190295|190296|190297|190298
1044071   ;        ;;Gandulfingi;Gandulfingi;lombard;190303|190304|190305|190306|190307
1044072   ;        ;;Maioingi;Maioingi;lombard;190308|190309
1044073   ;        ;;Rodoaldingi;Rodoaldingi;lombard;190310|190311
1044074   ;        ;;Varbertingi;Varbertingi;lombard;190312|190313|190314|190315|190316|190317|190318|190319
1044075   ;        ;;Paldoling;Paldoling;lombard;190320
1044076   ;        ;;Tatingi;Tatingi;lombard;190321
1044077   ;        ;;Lambertingi;Lambertingi;lombard;190322
1044078   ;        ;;Engelbertingi;Engelbertingi;lombard;190323
1044079   ;        ;;Liutfredingi;Liutfredingi;lombard;190324
1044080   ;        ;;Gaidoaldingi;Gaidoaldingi;lombard;190325
1044081   ;        ;;Tasoingi;Tasoingi;lombard;190326
1044082   ;        ;;Petringi;Petringi;lombard;190328
1044083   ;        ;;Faroaldingi;Faroaldingi;lombard;190329
1044084   ;        ;;Liutprandingi;Liutprandingi;lombard;190330
1044085   ;        ;;Liutprandling;Liutprandling;lombard;190159
1044086   ;        ;;Roderissingi;Roderissingi;lombard;190299|190300|190301|190302
1044087   ;        ;;Lotharling;Lotharling;lombard;
1044088   ;        ;;Berthilding;Berthilding;german;190365|190366|190355|190356|190357
