#ID     ;SED     ;VANILLA;CULTURE;CHARACTERS
#00_dynasties.txt;;;;
1029123 ;        ;Shaybanid;levantine_arabic;188604|146067|146068|146069|146070|146071|146072|146073|146074|146075|146076|146077|146078|159731|159732|159733|146079|146080|146081|1234865|1234866
1029124 ;        ;Yazidid;levantine_arabic;146086|146087|146088|146089|146090|146091|146092|146093|146094|146096|146097|146098
1030000 ;        ;Cisse;manden;161023|161000|161001|161002|161003|161004|161005|161006|161007|161008|184010|184011|184012|184013|184014|184015|184016|184017|184018|184019
1030001 ;        ;Diarisso;manden;161009|161010|1144690|1144691|1144692|1144680
1030002 ;        ;Keita;manden;161011|161012|161013|161014|161015|161016|161017|161018|161020|161022|161025|161026|161027|161028|161030|161031|161032|161033|161034|161035|161036|161037|161038|161039|1144651|1144653|1144654
1030003 ;        ;Bereté;manden;161019
1030004 ;        ;Kédjou;manden;161021
1030005 ;        ;Moussa;manden;161029
1030006 ;        ;Zuwa;manden;161040|161041|161042|161043|161044|161045|161046|161047|161048|161049|161050|161051|161052|161053|161054|161055|161056|161057|161058|161059|161060|161061|161062|161063|161064|161065|161066|161067|161068|161069
1030007 ;        ;Sonni;manden;161070|161071|161072|161073|161074|161075
1030008 ;        ;Askiya;manden;
1030009 ;        ;Konare;manden;161076|1144655|161077|161078|161079|161080|161081|161082|161083|161084
1030010 ;        ;Traoré;manden;161085|161086|161087|161088|161089|161090|161091|161092|161093
1030011 ;        ;Modibo;manden;161094|161095|161096|161097|161098|161099|161100|161101|161102|1228264|1228265|1228266
1030012 ;        ;Toumani;manden;161103|161104|161105|161106|161107|161108|161109|161110|161111
1030013 ;        ;Gurmanche;manden;161141|161142|161143|161144
1030014 ;        ;Buricimba;manden;161145|161146|161147|161148|161149|161150
1030015 ;        ;Nungu;manden;
1030016 ;        ;Mossi;manden;
1030017 ;        ;Habe;manden;161131|161132|161133|161134|161135|161136|161137|161138|161139|161140
1030031 ;        ;Skakke;norwegian;202050|202051|202052|161125|161126|161129|161130|183910|183911|183912
1030030 ;        ;Østman;norwegian;161123|202044|202045
1029003 ;        ;Gwerthrynion;welsh;159056|159057|159060|159061|159062|159063|159064|159065|159066|159067|159068|159069|159070|159071|159072|159073|159074|159075|159077|159078|159079|159080|159081|159082|159083|159084|159085|159086|159087|159088|159089|159090|159091|159092|159093|159094|159095|159096|159097|159098|159099|159100|159101|159102|159103|159104|159105|159106|159836|159837|159949|159950
1029004 ;        ;Gwynllwg;welsh;81846|81861|81862
1029005 ;        ;Dentümoger;cuman;159139|159140
1031000 ;        ;Michael;irish;157300
1031001 ;        ;Jess;norman;157301|157302
1031002 ;        ;Rübsamen;german;157303
1031003 ;        ;Dean;scottish;157304
1031004 ;        ;de Criel;saxon;157305
1031005 ;        ;Martín;castillan;157306
1031006 ;        ;Karpivin;russian;157102
1031007 ;        ;Berglen;swedish;157103
1031008 ;        ;Ciesla;saxon;157107
1031009 ;        ;Munthe;dutch;157104
1031010 ;        ;Louie;italian;157105
1031011 ;        ;Ross;saxon;157106
1031012 ;        ;Andersson;swedish;157200
1031013 ;        ;Kiby;swedish;157201
1031014 ;        ;Wendel;swedish;157202
1031015 ;        ;Toll;danish;157203
1031016 ;        ;Johansson;swedish;157204
1031017 ;        ;Fåhraeus;swedish;157205
1031018 ;        ;Lerström;swedish;157206
1031019 ;        ;Dmowski;polish;157207
1031020 ;        ;Ballantyne;scottish;157208
1031021 ;        ;Björk;swedish;157209
1031022 ;        ;Zetterman;swedish;157210
1031023 ;        ;Eklund;swedish;157211
1031024 ;        ;Lind;swedish;157212
1031025 ;        ;Mard-e Koochak;dutch;157213
1031026 ;        ;Hoving;dutch;157214
1031027 ;        ;Gunlycke;swedish;157215
1031028 ;        ;Kowalczyk;polish;157216
1031029 ;        ;af Färingsö;swedish;157217
1031030 ;        ;Rudén;swedish;157240
1051126 ;        ;of Bebbanburg;norse;217293
1051127 ;        ;Corvina;italian;217294
1051128 ;        ;Todd;pictish;217295
1051129 ;        ;Blackbird;volhynian;217296
1051130 ;        ;Turnbull;scottish;217297
1051131 ;        ;Byrrnesson;norse;217300
1051132 ;        ;d'Aubergine;old_frankish;217301
1031100 ;        ;al-Ghazali;persian;
1031101 ;        ;al-Idrisi;maghreb_arabic;
1031102 ;        ;Khaldun;maghreb_arabic;
1031103 ;        ;al-Qazwini;persian;
1031104 ;        ;al-Juwayni;persian;
1031105 ;        ;al-Farisi;persian;
1031106 ;        ;Hamadani;persian;
1031107 ;        ;al-Nafis;levantine_arabic;
1031108 ;        ;al-Baghdadi;levantine_arabic;
1031109 ;        ;Bajjah;andalusian_arabic;
1031110 ;        ;Ganjavi;persian;
1031111 ;        ;al-Amuli;persian;
1031112 ;        ;Balkhi;persian;
1031113 ;        ;Bukhari;persian;
1031114 ;        ;Suhrawardi;persian;
1031115 ;        ;al-Abhari;persian;
1031116 ;        ;al-Tusi;persian;
1031117 ;        ;Zuhr;andalusian_arabic;
1031118 ;        ;Hamadani;persian;
1031119 ;        ;al-Shirazi;persian;
1031120 ;        ;al-Dakhwar;levantine_arabic;
1031121 ;        ;Gorgani;persian;
1031122 ;        ;al-Suri;levantine_arabic;
1031123 ;        ;al-Baitar;andalusian_arabic;
1031124 ;        ;Mustawfi;persian;
1031125 ;        ;Ansari;persian;
1031126 ;        ;al-Kashi;persian;
1031127 ;        ;Kubra;persian;
1031128 ;        ;Khayyám;persian;
1031129 ;        ;Battuta;maghreb_arabic;
1031130 ;        ;al-Razi;persian;
1031131 ;        ;al-Khatib;andalusian_arabic;
1031132 ;        ;Rushd;andalusian_arabic;
1031133 ;        ;Sina;persian;
1031134 ;        ;al-Jaldaki;persian;
1022137 ;        ;Herakleidon;greek;70506|70507|70508|70509|145070|145071|1233277
1022138 ;        ;Xylaloes;greek;145077
1022139 ;        ;Syrikos;greek;145079|145084
9500    ;        ;Becket;english;161332
1029006 ;        ;Dustakid;kurdish;159142
1029007 ;        ;Hadhabanid;kurdish;159169|159170|159171|159172|159173|159174|159175|159176|159177|159178|159179|159180|159181|159182
1029008 ;        ;Buyid;kurdish;
1029009 ;        ;Kakuyid;kurdish;1231050|1231051|1231052|1231053|1231054|1231055|1231056|1231057
1029010 ;        ;Jafarid;kurdish;1232603|1232604|1232605|1232606|1232607|1232608|1232609|1232610|1232611|1232612
1029011 ;        ;Hasanwayhid;kurdish;1231401|1231402|1231403|1231404
1029012 ;        ;Daisamid;kurdish;1231417
1029013 ;        ;Bitlisid;kurdish;
1029014 ;        ;Ardalanid;kurdish;
1029015 ;        ;Kayusid;kurdish;
1029016 ;        ;Sadakiyanid;kurdish;
1029017 ;        ;Rozeguitid;kurdish;
1029018 ;        ;Zakarian;armenian;232758|232759|232760|232761|159206|159209|159219|159223|159224|159225|159226|159227|159228|159237|159238
1029019 ;        ;Andzewatsi;armenian;
1029020 ;        ;Fadhilwayhid;kurdish;
1029021 ;        ;Ayyarid;kurdish;
1029022 ;        ;Narseid;kurdish;
1029023 ;        ;Vakhtangian;armenian;159211|159212|159213|159214|159217|159218|159220|159221|159222|159229|159230|159259
1029024 ;        ;Hasan-Jalalyan;armenian;
1029025 ;        ;Arranshahik;armenian;159215|159216|159235|159236|159239|159240|159241|159242|159626|159966|159967|159968|159969|159970|159971|159972|159973|159974|159975|159977|159978|159979|159980|159981|159982|1232549|1232550|1232551|1232552|1232553|1232554|1232555|1232556|1232557|1232558|1232559|1232560|1232561|1234271|1234272
1029026 ;        ;Fadlunid;persian;41607|41608
1029027 ;        ;Mihranian;armenian;159611|159612|159613|159614|159615|159617|159618|159619|159620|159627|159628|159629|159630|159631|159632|159621|159622|159623|159624|159625|160036|160037
1029028 ;        ;Melik-Avanyan;armenian;
1035000 ;        ;Acatl;nahuatl;
1035001 ;        ;Atl;nahuatl;
1035002 ;        ;Calli;nahuatl;
1035003 ;        ;Cipactli;nahuatl;
1035004 ;        ;Coatl;nahuatl;
1035005 ;        ;Coyotl;nahuatl;
1035006 ;        ;Cozcaquauhtli;nahuatl;
1035007 ;        ;Cuetzpalin;nahuatl;
1035008 ;        ;Ehecatl;nahuatl;
1035009 ;        ;Icpalli;nahuatl;
1035010 ;        ;Itz;nahuatl;
1035011 ;        ;Itzcuintli;nahuatl;
1035012 ;        ;Macehualli;nahuatl;
1035013 ;        ;Malinalli;nahuatl;
1035014 ;        ;Mazatl;nahuatl;
1035015 ;        ;Miquiztli;nahuatl;
1035016 ;        ;Nezahual;nahuatl;
1035017 ;        ;Nochtli;nahuatl;
1035018 ;        ;Ocelotl;nahuatl;
1035019 ;        ;Ollin;nahuatl;
1035020 ;        ;Otli;nahuatl;
1035021 ;        ;Ozomatli;nahuatl;
1035022 ;        ;Pipiltin;nahuatl;
1035023 ;        ;Pochtecatl;nahuatl;
1035024 ;        ;Quauhtli;nahuatl;
1035025 ;        ;Quauitl;nahuatl;
1035026 ;        ;Quiautl;nahuatl;
1035027 ;        ;Tecpatl;nahuatl;
1035028 ;        ;Tecuhtli;nahuatl;
1035029 ;        ;Tepetl;nahuatl;
1035030 ;        ;Tetl;nahuatl;
1035031 ;        ;Tlantli;nahuatl;
1035032 ;        ;Tochtli;nahuatl;
1035033 ;        ;Toltecatl;nahuatl;
1035034 ;        ;Xochitl;nahuatl;
1029029 ;        ;Shaddadid;kurdish;
9510    ;        ;von Bardewik;german;167100|167102|167103|167104|167105|167106|167107|167108|167109|167110|167111|167112|167113|167114|167115|167116|167117|167118|167119|167120|167121|167122|167123|167124|167125|167126|167127|167128|167129|167130|167134|167135|167136|167137|167138|167139|167140|167141|167142|167143|167144|167145|167146|167147|167148|167149|167150|167151|167152|167153|167154|167155|167156|167157|167158|167159|167160|167161|167162|167163
9511    ;        ;Vorrade;german;167216|167217|167218|167219|167220|167221|167222|167223|167224|167225|167226|167227|167228|167229|167230|167231|167232|167233|167234
9512    ;        ;Warendorp;german;167164|167165|167166|167167|167168|167169|167171|167173|167174|167175|167176|167177|167178|167179|167180|167181|167182|167183|167184|167185|167186|167187|167188|167189|167190|167191|167192|167193|167194|167195|167196|167197|167198|167199|167200|167201|167202|167203|167204|167205|167206|167207|167208|167209|167210|167211|167212|167213|167214|167215
9513    ;        ;Lüneburg;german;167235|167236|167237|167239|167240|167241|167242|167243|167244|167245|167246|167247|167248|167249|167250
9514    ;        ;Wittenborg;german;167251|167252|167253|167254|167255|167256|167257|167258|167259|167260|167261|167262|167263|167264|167265|167267|167268|167269|167270|167271
9515    ;        ;von Klingenberg;german;167172
9516    ;        ;von Parchim;german;167238
9517    ;        ;Guldsmed;swedish;167315|167316|167317|167318|167319|167320|167321|167322|167323|167324|167325|167326|167327|167328|167329|167377|194277|194278
9518    ;        ;Hejnum;swedish;167330|167331|167332|167333|167334|167335|167336|167337|167338|167339|167340|167341|167378|167379|194279
9519    ;        ;Gildehusen;swedish;167342|167343|167344|167345|167346|167347|167348|167349|167350|167351|167352|167353|167354|167355|167390|167356|167357|167358|167359|167360|194274|194275
9520    ;        ;Stråben;swedish;167361|167362|167363|167364|167365|167366|167367|167368|167369|167370|167371|167372|167373|167374|167375|167376|194282|194283|1234013
9521    ;        ;Alliata;italian;167505|167506|167507|167508|167509|167510|167511|167512|167513|167514|167515|167516|167517|167518|167519|167520|167521|167522|167523|167524|167525|167526|167527|167528|167529|167530|167531|167532|167533|167534|167535|180300
9501    ;        ;van Oosterzele;dutch;167006|167007|167008|167010|167011|167012|173
1042000 ;        ;Aldobrandeschi;italian;180180
1042003 ;        ;Calcinaia;italian;180185
1042004 ;        ;Dora;italian;180191
1042005 ;        ;Duodi;italian;180195
1042006 ;        ;Egidio;italian;180184
1042007 ;        ;Lanfranchi;italian;180194|180250
1042009 ;        ;Panico;italian;180186
1042010 ;        ;Pannocchieschi;italian;180187
1042011 ;        ;Sasso;italian;180188
1042013 ;        ;Suvereto;italian;180181
1042014 ;        ;Visconti;italian;180223|180224|180225|73460|73461|180511|180200|180201|180202|180203|180204|180205|180206|180207|180208|180209|180210|180211|180212|180213|180222|71163|71164|71165|71166|71167|71168|1061182
1042015 ;        ;de Gunale;italian;180409|180410|180411
1042017 ;        ;del Monte S. Maria;italian;180253|1061400|1061401|1061402|1061403|1061404|1061405|1061406|1061407|1061408|1061421|1061409|1061410|1061411|1061412|1061413|1061414|1061415|1061416|1061417|1061418|1061419|1061420|1061425
1042019 ;        ;di Berardeschi;italian;180179
1042020 ;        ;di Cadolingi;italian;180182
1042022 ;        ;di Campiglia;italian;180192
1029034 ;        ;'Amirid;bedouin_arabic;159376
1029035 ;        ;Kilabid;bedouin_arabic;159377|159383|159384|159385|159386|159387
1029036 ;        ;Numayrid;bedouin_arabic;1234880|1234881|1234882
1029037 ;        ;Kaabid;bedouin_arabic;159378
1029038 ;        ;Jabrid;bedouin_arabic;
1029055 ;        ;Idrisid;maghreb_arabic;159501|159502|159503|159504|159505|159506|159507|159508|159509|159510|159511|159512|159513|159514|159515|159516|159517|159518
1042023 ;        ;Belforti;italian;180508
1042024 ;        ;Caldera;italian;180501
1042025 ;        ;Grasso;italian;180504
1042026 ;        ;Gualandi;italian;180500
1042027 ;        ;Guidi;italian;1091000|1091001|1091002|1091003|1091004|1091005|1091006|1091023|1091007|1091008|1091010|1091009|1065060|1091011|1091012|1091013|1091018|1065061|1065062|1065063|1065064|1065065|1065066|1065067|1065068|1065069|1091019|1065070|1065071|1065072|1065073|1065074|1091014|1091020|1091021|1091022|1091036|1091037|1091038|1091039|1091040|1091041|1091042|1091043|1091015|1091027|1091028|1091029|1065038|1091030|1091031|1091034|1091033|1091035|1091016|1091032|1065075|1065076|1065077|1065078|1065079|1065080|1065081|1065082|1065083|1091017|1091024|1091025|1091026
1042028 ;        ;Latreto;italian;180506
1042029 ;        ;Mele;italian;180515
1042030 ;        ;Montecchio;italian;180510
1042031 ;        ;Pellari;italian;180512
1042032 ;        ;S. Cassiano;italian;180513
1042033 ;        ;Sismondi;italian;180507
1042034 ;        ;Uppezzhingi;italian;180509
1042035 ;        ;da Montecchio;italian;180503
1042036 ;        ;da Parlascio;italian;180514
1042800 ;        ;z Obodrytow;pommeranian;184001|6894|194062|194063|194064
1042801 ;        ;z Wieletow;pommeranian;184002|194065|194066|194067
1042802 ;        ;z Rujani;pommeranian;184003|194068|194069|194070
1042803 ;        ;z Kessini;pommeranian;194071|194072|194073
1042804 ;        ;z Luzyc;pommeranian;184005|168600|168601|168602
1042805 ;        ;ze Stodaranow;pommeranian;505|184006|168553|168554|168555|168556|168557|168558|168559
1042806 ;        ;z Milczanow;pommeranian;184007
1042809 ;        ;Tradonico;italian;184052|184074|184076|184078|184079|184080
1042810 ;        ;Tribuno;italian;184053|184054|184056|184057|184058
1042811 ;        ;Memmo;italian;184068|184069
1042812 ;        ;Participazio;italian;145926|145927|184020|184022|184023|184024|184026|184028|184029|184030|184031|184033|184081|184059
1042813 ;        ;Candiano;italian;184034|184036|184038|184039|184041|184042|184044|184046|184047|184048|184050|184051
1029056 ;        ;Ovseti;alan;163118|183223|183224|183225
1029057 ;        ;Tsærasantæ;alan;183231|183232|183233|183234|183235|183236|183237
1029058 ;        ;Ælbegatæ;alan;183226|183227|183228|183229|183230
1029059 ;        ;Ardasentæ;alan;
1029060 ;        ;Bekkuyzartæ;alan;183245|183246|183247|183248|194372
1029061 ;        ;Gæbæratæ;alan;
1029062 ;        ;Dzæræhohtæ;alan;
1029063 ;        ;Dzebysatæ;alan;
1029064 ;        ;Djerdjitæ;alan;
1029065 ;        ;Guyrdzybetæ;alan;
1029066 ;        ;Zændjiatæ;alan;
1029067 ;        ;Kærkuystæ;alan;
1029068 ;        ;Djykkajtæ;alan;
1029069 ;        ;Godjysatæ;alan;
1029070 ;        ;Magkætæ;alan;183238|183239|183240|183241|183242
1029071 ;        ;Pærræstatæ;alan;
1029072 ;        ;Hetægkatæ;alan;
1029073 ;        ;Hædarcatæ;alan;
1029074 ;        ;Tuallægtæ;alan;
